10327	1.8728504784281678E-6
20372	5.209068722514772E-7
30628	3.062917756834013E-7
40644	2.809275717642252E-7
50461	2.9955620296577935E-7
60840	2.1890460137472094E-7
70590	3.0513541486105804E-7
80117	2.1890460137472094E-7
90496	8.694116948307216E-4
100500	2.5703015058927524E-7
110566	2.025874358902033E-6
120944	4.761622409799481E-7
130998	2.3411360010072387E-7
140573	6.382222634573082E-7
150952	2.1890460137472094E-7
161331	2.1890460137472094E-7
171153	5.634073499407287E-7
181513	3.570241973855162E-7
191624	5.277780424060229E-6
202003	4.311666084039314E-6
212382	2.6127264166778654E-7
222761	0.0012540291296846795
232592	1.250399048637522E-4
242877	5.374847306163415E-7
252937	2.1890460137472094E-7
263148	2.9955766405389174E-7
273209	2.1890460137472094E-7
283472	2.9548987673931707E-7
293254	2.6127264166778654E-7
303042	5.168703340862893E-6
313369	8.44915288919755E-7
323521	2.1890460137472094E-7
333882	5.175536242871423E-7
343662	2.491985858693431E-7
353644	2.2741914490667923E-7
363928	3.545450836693987E-7
374235	3.868886169472312E-6
384553	4.142229930646848E-7
394928	6.797000618259521E-7
404711	2.455812008959369E-7
414616	3.119431832927634E-7
424746	1.947456430307443E-6
434706	2.80760967096113E-6
444488	1.059063464699576E-6
454284	4.975209405498058E-7
464397	1.131861843839965E-5
474195	9.51273652995067E-7
484049	5.94224869430521E-7
493967	2.1890460137472094E-7
503751	6.908651742603317E-6
514130	6.170779002328645E-7
524509	0.0010127698362234123
534708	2.5990652365256877E-5
545087	0.0025606797056849442
555466	0.0011801567277386453
565845	1.6133470917819295E-6
576224	1.1145209758427635E-6
586603	9.648546443451622E-7
596584	3.989852261689497E-6
606366	4.3081704483975367E-7
616147	6.975818792943013E-7
626447	1.7550151599892324E-5
636239	9.448644999564584E-7
646021	3.1193905695897734E-7
655803	2.1890460137472094E-7
665665	1.1277410159598955E-6
675447	1.1023334540119053E-6
685229	3.5938693537283557E-7
