10327	1.8728504784281678E-6
20372	5.205195015841517E-7
30628	3.0689987215621113E-7
40644	2.809275717642252E-7
50461	3.001643040425435E-7
60840	2.1890460137472094E-7
70590	3.051221506692922E-7
80117	2.1890460137472094E-7
90496	8.695651374852939E-4
100500	2.568056783897053E-7
110566	2.02979496484497E-6
120944	4.821696349471437E-7
130998	2.3545142246960494E-7
140573	6.306530878701256E-7
150952	2.1890460137472094E-7
161331	2.1890460137472094E-7
171153	5.667190331854798E-7
181513	3.5700247596999827E-7
191624	5.27758043409193E-6
202003	4.331007624490228E-6
212382	2.6125714437407E-7
222761	0.0012047718766714283
232592	1.0684542479132851E-4
242877	5.293056022253746E-7
252937	2.1890460137472094E-7
263148	2.995545507124511E-7
273209	2.1890460137472094E-7
283472	2.9548414215162E-7
293254	2.6125714437407E-7
303042	5.1551775862851486E-6
313369	8.17784790421737E-7
323521	2.1890460137472094E-7
333882	5.170743311982459E-7
343662	2.4913248999579627E-7
353644	2.2741914490667923E-7
363928	3.539598459644255E-7
374235	3.1923014339783776E-6
384553	4.137145684366643E-7
394928	6.801938050512933E-7
404711	2.45587324892668E-7
414616	3.119059500105897E-7
424746	1.8041806296446005E-6
434706	2.7974724125673585E-6
444488	1.059054227249295E-6
454284	4.975186914901971E-7
464397	1.1117630867336297E-5
474195	9.4920570933861E-7
484049	5.937072459473445E-7
493967	2.1890460137472094E-7
503751	6.705777440400283E-6
514130	6.165953171149844E-7
524509	0.0010078457465686694
534708	2.482559231832306E-5
545087	0.002447879002040866
555466	0.0011785536586205667
565845	1.613984628800519E-6
576224	1.1150144708945497E-6
586603	9.648834803007556E-7
596584	4.036038667984625E-6
606366	4.3002372258960437E-7
616147	6.931437287720596E-7
626447	1.533618557522019E-5
636239	9.416702864037257E-7
646021	3.1193905695897734E-7
655803	2.1890460137472094E-7
665665	1.1272543930946278E-6
675447	1.1023346879040179E-6
685229	3.5613474408138764E-7
685229	3.5613474408138764E-7
